Go_Term,Name
GO:0045842,positive regulation of mitotic metaphase/anaphase transition
GO:0004931,extracellularly ATP-gated monoatomic cation channel activity
GO:0004619,phosphoglycerate mutase activity
GO:0046537,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity"
GO:0006007,glucose catabolic process
GO:0005548,phospholipid transporter activity
GO:0008525,phosphatidylcholine transporter activity
GO:0008526,phosphatidylinositol transfer activity
GO:0030621,U4 snRNA binding
GO:0090382,phagosome maturation
GO:0090387,phagolysosome assembly involved in apoptotic cell clearance
GO:0001730,2'-5'-oligoadenylate synthetase activity
GO:0048568,embryonic organ development
GO:0060341,regulation of cellular localization
GO:0016525,negative regulation of angiogenesis
GO:0015245,fatty acid transmembrane transporter activity
GO:0031957,very long-chain fatty acid-CoA ligase activity
GO:0044539,long-chain fatty acid import into cell
GO:0070328,triglyceride homeostasis
GO:0000340,RNA 7-methylguanosine cap binding
GO:0034080,CENP-A containing chromatin assembly
GO:0034508,centromere complex assembly
GO:0048678,response to axon injury
GO:0034237,protein kinase A regulatory subunit binding
GO:0022890,inorganic cation transmembrane transporter activity
GO:0009301,snRNA transcription
GO:0019202,amino acid kinase activity
GO:0070682,proteasome regulatory particle assembly
GO:0035332,positive regulation of hippo signaling
GO:0030041,actin filament polymerization
GO:0004850,uridine phosphorylase activity
GO:0006152,purine nucleoside catabolic process
GO:0006218,uridine catabolic process
GO:0032469,endoplasmic reticulum calcium ion homeostasis
GO:0051307,meiotic chromosome separation
GO:0098813,nuclear chromosome segregation
GO:0004334,fumarylacetoacetase activity
GO:1902000,homogentisate catabolic process
GO:1990542,mitochondrial transmembrane transport
GO:0007076,mitotic chromosome condensation
GO:0040001,establishment of mitotic spindle localization
GO:0006672,ceramide metabolic process
GO:0090156,intracellular sphingolipid homeostasis
GO:2000303,regulation of ceramide biosynthetic process
GO:0000086,G2/M transition of mitotic cell cycle
GO:0010737,protein kinase A signaling
GO:0016894,"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters"
GO:0004645,"1,4-alpha-oligoglucan phosphorylase activity"
GO:0009032,thymidine phosphorylase activity
GO:0016154,pyrimidine-nucleoside phosphorylase activity
GO:0006206,pyrimidine nucleobase metabolic process
GO:0006213,pyrimidine nucleoside metabolic process
GO:0110031,negative regulation of G2/MI transition of meiotic cell cycle
GO:0004503,tyrosinase activity
GO:0043473,pigmentation
GO:0004066,asparagine synthase (glutamine-hydrolyzing) activity
GO:0006529,asparagine biosynthetic process
GO:0070981,L-asparagine biosynthetic process
GO:0001764,neuron migration
GO:0004726,non-membrane spanning protein tyrosine phosphatase activity
GO:0006513,protein monoubiquitination
GO:0033743,peptide-methionine (R)-S-oxide reductase activity
GO:0030091,protein repair
GO:1900746,regulation of vascular endothelial growth factor signaling pathway
GO:1902531,regulation of intracellular signal transduction
GO:0047710,bis(5'-adenosyl)-triphosphatase activity
GO:0009141,nucleoside triphosphate metabolic process
GO:0099560,synaptic membrane adhesion
GO:1902444,riboflavin binding
GO:0009916,alternative oxidase activity
GO:0010230,alternative respiration
GO:0043539,protein serine/threonine kinase activator activity
GO:0001164,RNA polymerase I core promoter sequence-specific DNA binding
GO:0005338,nucleotide-sugar transmembrane transporter activity
GO:0005459,UDP-galactose transmembrane transporter activity
GO:0005460,UDP-glucose transmembrane transporter activity
GO:0015931,nucleobase-containing compound transport
GO:1901264,carbohydrate derivative transport
GO:0016812,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides"
GO:0050480,imidazolonepropionase activity
GO:0006547,histidine metabolic process
GO:0006548,histidine catabolic process
GO:0019556,histidine catabolic process to glutamate and formamide
GO:0019557,histidine catabolic process to glutamate and formate
GO:0006104,succinyl-CoA metabolic process
GO:0042134,rRNA primary transcript binding
GO:0000248,C-5 sterol desaturase activity
GO:0000254,C-4 methylsterol oxidase activity
GO:0033490,cholesterol biosynthetic process via lathosterol
GO:0032889,"regulation of vacuole fusion, non-autophagic"
GO:0090385,phagosome-lysosome fusion
GO:0004560,alpha-L-fucosidase activity
GO:0015928,fucosidase activity
GO:0016139,glycoside catabolic process
GO:0008681,2-octaprenyl-6-methoxyphenol hydroxylase activity
GO:0008682,3-demethoxyubiquinol 3-hydroxylase activity
GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"
GO:0019168,2-octaprenylphenol hydroxylase activity
GO:0106364,4-hydroxy-3-all-trans-hexaprenylbenzoate oxygenase activity
GO:0016120,carotene biosynthetic process
GO:0016123,xanthophyll biosynthetic process
GO:0004239,initiator methionyl aminopeptidase activity
GO:0003916,DNA topoisomerase activity
GO:0003918,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity"
GO:0000706,meiotic DNA double-strand break processing
GO:0019953,sexual reproduction
GO:0022414,reproductive process
GO:0042138,meiotic DNA double-strand break formation
GO:1903577,cellular response to L-arginine
GO:1904262,negative regulation of TORC1 signaling
GO:0008115,sarcosine oxidase activity
GO:0050031,L-pipecolate oxidase activity
GO:0051698,saccharopine oxidase activity
GO:0033514,L-lysine catabolic process to acetyl-CoA via L-pipecolate
GO:0004632,phosphopantothenate--cysteine ligase activity
GO:0043328,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
GO:0042256,cytosolic ribosome assembly
GO:0031419,cobalamin binding
GO:0015889,cobalamin transport
GO:0004586,ornithine decarboxylase activity
GO:0033387,putrescine biosynthetic process from ornithine
GO:0031956,medium-chain fatty acid-CoA ligase activity
GO:0070976,TIR domain binding
GO:0002755,MyD88-dependent toll-like receptor signaling pathway
GO:0004092,carnitine O-acetyltransferase activity
GO:0019254,"carnitine metabolic process, CoA-linked"
GO:0003917,"DNA topoisomerase type I (single strand cut, ATP-independent) activity"
GO:0006265,DNA topological change
GO:0046085,adenosine metabolic process
GO:0006882,intracellular zinc ion homeostasis
GO:0003950,NAD+ ADP-ribosyltransferase activity
GO:1990404,NAD+-protein ADP-ribosyltransferase activity
GO:0047874,dolichyldiphosphatase activity
GO:0106034,protein maturation by [2Fe-2S] cluster transfer
GO:0035870,dITP diphosphatase activity
GO:0036220,ITP diphosphatase activity
GO:0036222,XTP diphosphatase activity
GO:0009143,nucleoside triphosphate catabolic process
GO:0009204,deoxyribonucleoside triphosphate catabolic process
GO:0034587,piRNA processing
GO:0043175,RNA polymerase core enzyme binding
GO:0065003,protein-containing complex assembly
GO:0042288,MHC class I protein binding
GO:0004022,alcohol dehydrogenase (NAD+) activity
GO:0007267,cell-cell signaling
GO:0090161,Golgi ribbon formation
GO:0046330,positive regulation of JNK cascade
GO:0010833,telomere maintenance via telomere lengthening
GO:0008973,phosphopentomutase activity
GO:1990174,phosphodiesterase decapping endonuclease activity
GO:0016077,sno(s)RNA catabolic process
GO:0004839,ubiquitin activating enzyme activity
GO:0008641,ubiquitin-like modifier activating enzyme activity
GO:0019781,NEDD8 activating enzyme activity
GO:0019784,deNEDDylase activity
GO:0000338,protein deneddylation
GO:0001849,complement component C1q complex binding
GO:0030984,kininogen binding
GO:0030449,regulation of complement activation
GO:0048025,"negative regulation of mRNA splicing, via spliceosome"
GO:0006898,receptor-mediated endocytosis
GO:0043517,"positive regulation of DNA damage response, signal transduction by p53 class mediator"
GO:0046928,regulation of neurotransmitter secretion
GO:0004585,ornithine carbamoyltransferase activity
GO:0016597,amino acid binding
GO:0016743,carboxyl- or carbamoyltransferase activity
GO:0019240,citrulline biosynthetic process
GO:0042450,arginine biosynthetic process via ornithine
GO:0097500,receptor localization to non-motile cilium
GO:0006691,leukotriene metabolic process
GO:0004483,mRNA (nucleoside-2'-O-)-methyltransferase activity
GO:0080009,mRNA methylation
GO:0097309,obsolete cap1 mRNA methylation
GO:0097310,obsolete cap2 mRNA methylation
GO:0008597,calcium-dependent protein serine/threonine phosphatase regulator activity
GO:0019722,calcium-mediated signaling
GO:1990113,RNA polymerase I assembly
GO:1990115,RNA polymerase III assembly
GO:0003998,acylphosphatase activity
GO:0047952,glycerol-3-phosphate dehydrogenase [NAD(P)+] activity
GO:0006116,NADH oxidation
GO:0046168,glycerol-3-phosphate catabolic process
GO:0000712,resolution of meiotic recombination intermediates
GO:0000819,sister chromatid segregation
GO:1990269,RNA polymerase II C-terminal domain phosphoserine binding
GO:0051017,actin filament bundle assembly
GO:0005542,folic acid binding
GO:0022607,cellular component assembly
GO:0048646,anatomical structure formation involved in morphogenesis
GO:0097435,supramolecular fiber organization
GO:1902404,mitotic actomyosin contractile ring contraction
GO:0006893,Golgi to plasma membrane transport
GO:0034394,protein localization to cell surface
GO:0051641,cellular localization
GO:0047840,dCTP diphosphatase activity
GO:0006253,dCTP catabolic process
GO:0008609,alkylglycerone-phosphate synthase activity
GO:0010508,positive regulation of autophagy
GO:0038202,TORC1 signaling
GO:0003885,"D-arabinono-1,4-lactone oxidase activity"
GO:0016899,"oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor"
GO:0050105,L-gulonolactone oxidase activity
GO:0080049,"L-gulono-1,4-lactone dehydrogenase activity"
GO:0010591,regulation of lamellipodium assembly
GO:0051490,negative regulation of filopodium assembly
GO:0003951,NAD+ kinase activity
GO:0006741,NADP biosynthetic process
GO:0019674,NAD metabolic process
GO:0016151,nickel cation binding
GO:0030031,cell projection assembly
GO:0030866,cortical actin cytoskeleton organization
GO:0048812,neuron projection morphogenesis
GO:0015204,urea transmembrane transporter activity
GO:0015254,glycerol channel activity
GO:0015791,polyol transmembrane transport
GO:0015793,glycerol transmembrane transport
GO:1990841,promoter-specific chromatin binding
GO:1904491,protein localization to ciliary transition zone
GO:0008760,UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity
GO:0019277,UDP-N-acetylgalactosamine biosynthetic process
GO:0031543,peptidyl-proline dioxygenase activity
GO:0006449,regulation of translational termination
GO:0008430,selenium binding
GO:0001887,selenium compound metabolic process
GO:0048477,oogenesis
GO:0003941,L-serine ammonia-lyase activity
GO:0004794,threonine deaminase activity
GO:0006565,L-serine catabolic process
GO:0009097,isoleucine biosynthetic process
GO:0043139,5'-3' DNA helicase activity
GO:0000002,mitochondrial genome maintenance
GO:0089721,phosphoenolpyruvate transmembrane transporter activity
GO:1990536,phosphoenolpyruvate transmembrane import into Golgi lumen
GO:0032224,"positive regulation of synaptic transmission, cholinergic"
GO:0032230,"positive regulation of synaptic transmission, GABAergic"
GO:0000495,box H/ACA sno(s)RNA 3'-end processing
GO:0031118,rRNA pseudouridine synthesis
GO:0031120,snRNA pseudouridine synthesis
GO:0046325,negative regulation of glucose import
GO:0046627,negative regulation of insulin receptor signaling pathway
GO:2000377,regulation of reactive oxygen species metabolic process
GO:0140410,monoatomic cation:bicarbonate symporter activity
GO:0071578,zinc ion import across plasma membrane
GO:0009312,oligosaccharide biosynthetic process
GO:0004686,elongation factor-2 kinase activity
GO:0016905,myosin heavy chain kinase activity
GO:0031037,myosin II filament disassembly
GO:1903013,response to differentiation-inducing factor 1
GO:0000014,single-stranded DNA endodeoxyribonuclease activity
GO:0006309,apoptotic DNA fragmentation
GO:0030943,mitochondrion targeting sequence binding
GO:0031144,proteasome localization
GO:0071630,nuclear protein quality control by the ubiquitin-proteasome system
GO:0009913,epidermal cell differentiation
GO:0072594,establishment of protein localization to organelle
GO:0046914,transition metal ion binding
GO:0007409,axonogenesis
GO:0010976,positive regulation of neuron projection development
GO:0008089,anterograde axonal transport
GO:0022417,protein maturation by protein folding
GO:0045041,protein import into mitochondrial intermembrane space
GO:0016423,tRNA (guanine) methyltransferase activity
GO:0071713,para-aminobenzoyl-glutamate hydrolase activity
GO:0046657,folic acid catabolic process
GO:0019786,protein-phosphatidylethanolamide deconjugating activity
GO:0034727,piecemeal microautophagy of the nucleus
GO:0005462,UDP-N-acetylglucosamine transmembrane transporter activity
GO:0005464,UDP-xylose transmembrane transporter activity
GO:0015790,UDP-xylose transmembrane transport
GO:1990569,UDP-N-acetylglucosamine transmembrane transport
GO:0000350,generation of catalytic spliceosome for second transesterification step
GO:0000389,mRNA 3'-splice site recognition
GO:0004475,mannose-1-phosphate guanylyltransferase (GTP) activity
GO:0004777,succinate-semialdehyde dehydrogenase (NAD+) activity
GO:0009013,succinate-semialdehyde dehydrogenase [NAD(P)+] activity
GO:0009450,gamma-aminobutyric acid catabolic process
GO:0034452,dynactin binding
GO:0033365,protein localization to organelle
GO:0072393,microtubule anchoring at microtubule organizing center
GO:0004802,transketolase activity
GO:0019239,deaminase activity
GO:0006154,adenosine catabolic process
GO:0009168,purine ribonucleoside monophosphate biosynthetic process
GO:0043103,hypoxanthine salvage
GO:0046103,inosine biosynthetic process
GO:0060169,negative regulation of adenosine receptor signaling pathway
GO:0008137,NADH dehydrogenase (ubiquinone) activity
GO:0004029,aldehyde dehydrogenase (NAD+) activity
GO:0008957,phenylacetaldehyde dehydrogenase activity
GO:0015187,glycine transmembrane transporter activity
GO:1904983,glycine import into mitochondrion
GO:0022008,neurogenesis
GO:0030366,molybdopterin synthase activity
GO:0070577,lysine-acetylated histone binding
GO:0048194,Golgi vesicle budding
GO:0017096,acetylserotonin O-methyltransferase activity
GO:0019438,aromatic compound biosynthetic process
GO:0030187,melatonin biosynthetic process
GO:0003400,regulation of COPII vesicle coating
GO:0070863,positive regulation of protein exit from endoplasmic reticulum
GO:0099175,regulation of postsynapse organization
GO:0034440,lipid oxidation
GO:0016314,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity"
GO:0047223,"beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity"
GO:0019899,enzyme binding
GO:0033119,negative regulation of RNA splicing
GO:0034620,cellular response to unfolded protein
GO:2001234,negative regulation of apoptotic signaling pathway
GO:0050185,phosphatidylinositol deacylase activity
GO:0047820,D-glutamate cyclase activity
GO:0006536,glutamate metabolic process
GO:0004860,protein kinase inhibitor activity
GO:0004820,glycine-tRNA ligase activity
GO:0006426,glycyl-tRNA aminoacylation
GO:0070150,mitochondrial glycyl-tRNA aminoacylation
GO:0001680,tRNA 3'-terminal CCA addition
GO:1990180,mitochondrial tRNA 3'-end processing
GO:0044389,ubiquitin-like protein ligase binding
GO:0043408,regulation of MAPK cascade
GO:0033260,nuclear DNA replication
GO:0071985,multivesicular body sorting pathway
GO:0003978,UDP-glucose 4-epimerase activity
GO:0033499,galactose catabolic process via UDP-galactose
GO:0030144,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity"
GO:0004660,protein farnesyltransferase activity
GO:0008318,protein prenyltransferase activity
GO:0097354,prenylation
GO:0032880,regulation of protein localization
GO:0015440,ABC-type peptide transporter activity
GO:0002090,regulation of receptor internalization
GO:0045807,positive regulation of endocytosis
GO:0070528,protein kinase C signaling
GO:1901890,positive regulation of cell junction assembly
GO:2000049,positive regulation of cell-cell adhesion mediated by cadherin
GO:0008409,5'-3' exonuclease activity
GO:0099509,regulation of presynaptic cytosolic calcium ion concentration
GO:1900271,regulation of long-term synaptic potentiation
GO:0003877,ATP adenylyltransferase activity
GO:0004824,lysine-tRNA ligase activity
GO:0006430,lysyl-tRNA aminoacylation
GO:0015966,diadenosine tetraphosphate biosynthetic process
GO:0043032,positive regulation of macrophage activation
GO:0000915,actomyosin contractile ring assembly
GO:0031106,septin ring organization
GO:0009307,DNA restriction-modification system
GO:0019900,kinase binding
GO:0009790,embryo development
GO:0097120,receptor localization to synapse
GO:0008177,succinate dehydrogenase (quinone) activity
GO:0044782,cilium organization
GO:0061891,calcium ion sensor activity
GO:0048240,sperm capacitation
GO:0032511,late endosome to vacuole transport via multivesicular body sorting pathway
GO:0060400,negative regulation of growth hormone receptor signaling pathway
GO:0003857,3-hydroxyacyl-CoA dehydrogenase activity
GO:0061817,endoplasmic reticulum-plasma membrane tethering
GO:0009725,response to hormone
GO:0004576,oligosaccharyl transferase activity
GO:0004579,dolichyl-diphosphooligosaccharide-protein glycotransferase activity
GO:0043687,post-translational protein modification
GO:0008113,peptide-methionine (S)-S-oxide reductase activity
GO:0036456,L-methionine-(S)-S-oxide reductase activity
GO:0016263,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity
GO:0097363,protein O-acetylglucosaminyltransferase activity
GO:0004757,sepiapterin reductase activity
GO:0048213,Golgi vesicle prefusion complex stabilization
GO:0000171,ribonuclease MRP activity
GO:0050664,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor"
GO:0034647,histone H3K4me/H3K4me2/H3K4me3 demethylase activity
GO:1902775,mitochondrial large ribosomal subunit assembly
GO:0015291,secondary active transmembrane transporter activity
GO:0008135,"translation factor activity, RNA binding"
GO:2000766,negative regulation of cytoplasmic translation
GO:0005307,choline:sodium symporter activity
GO:0015220,choline transmembrane transporter activity
GO:0008292,acetylcholine biosynthetic process
GO:0015871,choline transport
GO:0080084,5S rDNA binding
GO:0052856,NADHX epimerase activity
GO:0052857,NADPHX epimerase activity
GO:0006450,regulation of translational fidelity
GO:0031929,TOR signaling
GO:1990116,ribosome-associated ubiquitin-dependent protein catabolic process
GO:0045951,positive regulation of mitotic recombination
GO:0005432,calcium:sodium antiporter activity
GO:1901673,regulation of mitotic spindle assembly
GO:0033558,protein lysine deacetylase activity
GO:0140773,NAD-dependent protein demyristoylase activity
GO:0140774,NAD-dependent protein depalmitoylase activity
GO:0051256,mitotic spindle midzone assembly
GO:0003933,GTP cyclohydrolase activity
GO:0003934,GTP cyclohydrolase I activity
GO:0042559,pteridine-containing compound biosynthetic process
GO:0008455,"alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity"
GO:0003865,3-oxo-5-alpha-steroid 4-dehydrogenase activity
GO:0016229,steroid dehydrogenase activity
GO:0047751,3-oxo-5alpha-steroid 4-dehydrogenase (NADP+) activity
GO:0006702,androgen biosynthetic process
GO:0008440,"inositol-1,4,5-trisphosphate 3-kinase activity"
GO:0051765,inositol tetrakisphosphate kinase activity
GO:0032958,inositol phosphate biosynthetic process
GO:0004309,exopolyphosphatase activity
GO:0006798,polyphosphate catabolic process
GO:0007231,osmosensory signaling pathway
GO:0015184,L-cystine transmembrane transporter activity
GO:0015811,L-cystine transport
GO:0005366,myo-inositol:proton symporter activity
GO:0015798,myo-inositol transport
GO:1904679,myo-inositol import across plasma membrane
GO:0016153,urocanate hydratase activity
GO:0035721,intraciliary retrograde transport
GO:0035735,intraciliary transport involved in cilium assembly
GO:0019150,D-ribulokinase activity
GO:0019321,pentose metabolic process
GO:0098887,"neurotransmitter receptor transport, endosome to postsynaptic membrane"
GO:0098968,neurotransmitter receptor transport postsynaptic membrane to endosome
GO:0016539,intein-mediated protein splicing
GO:0004828,serine-tRNA ligase activity
GO:0006434,seryl-tRNA aminoacylation
GO:0070158,mitochondrial seryl-tRNA aminoacylation
GO:0031349,positive regulation of defense response
GO:0032103,positive regulation of response to external stimulus
GO:1902533,positive regulation of intracellular signal transduction
GO:1990575,mitochondrial L-ornithine transmembrane transport
GO:0006171,cAMP biosynthetic process
GO:0043047,single-stranded telomeric DNA binding
GO:0098505,G-rich strand telomeric DNA binding
GO:0016233,telomere capping
GO:0032210,regulation of telomere maintenance via telomerase
GO:0050906,detection of stimulus involved in sensory perception
GO:0004342,glucosamine-6-phosphate deaminase activity
GO:0006043,glucosamine catabolic process
GO:0006046,N-acetylglucosamine catabolic process
GO:0019262,N-acetylneuraminate catabolic process
GO:0032790,ribosome disassembly
GO:0070124,mitochondrial translational initiation
GO:0003674,molecular_function
GO:0008150,biological_process
GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process
GO:0071569,protein ufmylation
GO:0019934,cGMP-mediated signaling
GO:0070482,response to oxygen levels
GO:0042937,tripeptide transmembrane transporter activity
GO:0071916,dipeptide transmembrane transporter activity
GO:0140206,dipeptide import across plasma membrane
GO:0015180,L-alanine transmembrane transporter activity
GO:0015193,L-proline transmembrane transporter activity
GO:0004709,MAP kinase kinase kinase activity
GO:0007254,JNK cascade
GO:0002953,5'-deoxynucleotidase activity
GO:0008048,calcium sensitive guanylate cyclase activator activity
GO:0004013,adenosylhomocysteinase activity
GO:0033353,S-adenosylmethionine cycle
GO:0046527,glucosyltransferase activity
GO:0006900,vesicle budding from membrane
GO:0050252,retinol O-fatty-acyltransferase activity
GO:0042572,retinol metabolic process
GO:0004856,D-xylulokinase activity
GO:0006622,protein targeting to lysosome
GO:0045022,early endosome to late endosome transport
GO:0071618,lysophosphatidylethanolamine acyltransferase activity
GO:0008758,"UDP-2,3-diacylglucosamine hydrolase activity"
GO:0009245,lipid A biosynthetic process
GO:0042953,lipoprotein transport
GO:0006269,"DNA replication, synthesis of RNA primer"
GO:0003231,cardiac ventricle development
GO:1903779,regulation of cardiac conduction
GO:0019213,deacetylase activity
GO:0052777,diacetylchitobiose catabolic process
GO:0004474,malate synthase activity
GO:0005388,P-type calcium transporter activity
GO:0006874,intracellular calcium ion homeostasis
GO:0051259,protein complex oligomerization
GO:0000972,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery
GO:0006405,RNA export from nucleus
GO:0002182,cytoplasmic translational elongation
GO:0051787,misfolded protein binding
GO:1990381,ubiquitin-specific protease binding
GO:0071806,protein transmembrane transport
GO:0042500,"aspartic endopeptidase activity, intramembrane cleaving"
GO:0033619,membrane protein proteolysis
GO:0004451,isocitrate lyase activity
GO:0032451,demethylase activity
GO:0070988,demethylation
GO:0004085,butyryl-CoA dehydrogenase activity
GO:0046359,butyrate catabolic process
GO:0004989,octopamine receptor activity
GO:1900026,positive regulation of substrate adhesion-dependent cell spreading
GO:2001046,positive regulation of integrin-mediated signaling pathway
GO:0061656,SUMO conjugating enzyme activity
GO:0004937,alpha1-adrenergic receptor activity
GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway
GO:0007204,positive regulation of cytosolic calcium ion concentration
GO:0120160,intraciliary transport particle A binding
GO:0007340,acrosome reaction
GO:0047150,betaine-homocysteine S-methyltransferase activity
GO:0071267,L-methionine salvage
GO:0071633,dihydroceramidase activity
GO:0070198,"protein localization to chromosome, telomeric region"
GO:1904355,positive regulation of telomere capping
GO:0043167,ion binding
GO:0061513,glucose 6-phosphate:inorganic phosphate antiporter activity
GO:0015760,glucose-6-phosphate transport
GO:0004767,sphingomyelin phosphodiesterase activity
GO:0006684,sphingomyelin metabolic process
GO:0030149,sphingolipid catabolic process
GO:0032542,sulfiredoxin activity
GO:0043304,regulation of mast cell degranulation
GO:0046875,ephrin receptor binding
GO:0048013,ephrin receptor signaling pathway
GO:0000379,tRNA-type intron splice site recognition and cleavage
GO:0004068,aspartate 1-decarboxylase activity
GO:0008117,sphinganine-1-phosphate aldolase activity
GO:0016830,carbon-carbon lyase activity
GO:0008465,glycerate dehydrogenase activity
GO:0003977,UDP-N-acetylglucosamine diphosphorylase activity
GO:0070569,uridylyltransferase activity
GO:0004415,hyalurononglucosaminidase activity
GO:0030214,hyaluronan catabolic process
GO:0061952,midbody abscission
GO:0009723,response to ethylene
GO:0010104,regulation of ethylene-activated signaling pathway
GO:0004345,glucose-6-phosphate dehydrogenase activity
GO:0017057,6-phosphogluconolactonase activity
GO:0006098,pentose-phosphate shunt
GO:0009051,"pentose-phosphate shunt, oxidative branch"
GO:0004671,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
GO:0004615,phosphomannomutase activity
GO:0004416,hydroxyacylglutathione hydrolase activity
GO:0019243,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
GO:0005547,"phosphatidylinositol-3,4,5-trisphosphate binding"
GO:0008119,thiopurine S-methyltransferase activity
GO:0031752,D5 dopamine receptor binding
GO:0010992,ubiquitin recycling
GO:0008273,"calcium, potassium:sodium antiporter activity"
GO:0019776,Atg8-family ligase activity
GO:0008889,glycerophosphodiester phosphodiesterase activity
GO:0006580,ethanolamine metabolic process
GO:0004749,ribose phosphate diphosphokinase activity
GO:0006015,5-phosphoribose 1-diphosphate biosynthetic process
GO:0009165,nucleotide biosynthetic process
GO:0022618,protein-RNA complex assembly
GO:0006617,"SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition"
GO:0032355,response to estradiol
GO:0071391,cellular response to estrogen stimulus
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle
GO:0003972,RNA ligase (ATP) activity
GO:0008452,RNA ligase activity
GO:0016886,"ligase activity, forming phosphoric ester bonds"
GO:0000971,"tRNA exon ligation utilizing 2',3' cyclic phosphate of 5'-exon as source of linkage phosphate"
GO:0046599,regulation of centriole replication
GO:0051310,metaphase chromosome alignment
GO:2001256,regulation of store-operated calcium entry
GO:0070330,aromatase activity
GO:0047499,calcium-independent phospholipase A2 activity
GO:0019369,arachidonic acid metabolic process
GO:0000035,acyl binding
GO:0000036,acyl carrier activity
GO:0030261,chromosome condensation
GO:0045910,negative regulation of DNA recombination
GO:0009303,rRNA transcription
GO:0045174,glutathione dehydrogenase (ascorbate) activity
GO:0050610,methylarsonate reductase activity
GO:0031681,G-protein beta-subunit binding
GO:0046923,ER retention sequence binding
GO:0051604,protein maturation
GO:0070646,protein modification by small protein removal
GO:0004149,dihydrolipoyllysine-residue succinyltransferase activity
GO:0033512,L-lysine catabolic process to acetyl-CoA via saccharopine
GO:0051754,"meiotic sister chromatid cohesion, centromeric"
GO:0004446,inositol-hexakisphosphate phosphatase activity
GO:0034417,bisphosphoglycerate 3-phosphatase activity
GO:0052745,inositol phosphate phosphatase activity
GO:0052826,inositol hexakisphosphate 2-phosphatase activity
GO:0016857,"racemase and epimerase activity, acting on carbohydrates and derivatives"
GO:0019301,rhamnose catabolic process
GO:0033897,ribonuclease T2 activity
GO:0015269,calcium-activated potassium channel activity
GO:0005513,detection of calcium ion
GO:0016717,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water"
GO:0008124,4-alpha-hydroxytetrahydrobiopterin dehydratase activity
GO:0000334,"3-hydroxyanthranilate 3,4-dioxygenase activity"
GO:0019805,quinolinate biosynthetic process
GO:0043420,anthranilate metabolic process
GO:0046874,quinolinate metabolic process
GO:0003983,UTP:glucose-1-phosphate uridylyltransferase activity
GO:0005977,glycogen metabolic process
GO:0006011,UDP-glucose metabolic process
GO:0050124,N-acylneuraminate-9-phosphatase activity
GO:0044283,small molecule biosynthetic process
GO:0046380,N-acetylneuraminate biosynthetic process
GO:0097718,disordered domain specific binding
GO:0034605,cellular response to heat
GO:0048264,determination of ventral identity
GO:0004587,ornithine aminotransferase activity
GO:0010121,arginine catabolic process to proline via ornithine
GO:0019544,arginine catabolic process to glutamate
GO:0006660,phosphatidylserine catabolic process
GO:0052651,monoacylglycerol catabolic process
GO:0000701,purine-specific mismatch base pair DNA N-glycosylase activity
GO:0032357,oxidized purine DNA binding
GO:0035485,adenine/guanine mispair binding
GO:0006298,mismatch repair
GO:0005537,mannose binding
GO:0008700,4-hydroxy-2-oxoglutarate aldolase activity
GO:0008747,N-acetylneuraminate lyase activity
GO:0008840,4-hydroxy-tetrahydrodipicolinate synthase activity
GO:0009436,glyoxylate catabolic process
GO:0019200,carbohydrate kinase activity
GO:0018773,acetylpyruvate hydrolase activity
GO:0008126,acetylesterase activity
GO:0051792,medium-chain fatty acid biosynthetic process
GO:0051793,medium-chain fatty acid catabolic process
GO:0003908,methylated-DNA-[protein]-cysteine S-methyltransferase activity
GO:0071424,rRNA (cytosine-N4-)-methyltransferase activity
GO:0046525,xylosylprotein 4-beta-galactosyltransferase activity
GO:0090140,regulation of mitochondrial fission
GO:0160102,tRNA (guanine(10)-N2)-methyltransferase activity
GO:0160104,tRNA (guanine(26)-N2)-dimethyltransferase activity
GO:0002940,tRNA N2-guanine methylation
