"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","protein","domain"
"Nvec-vc1.1-XM-048732874.1",1.04740179116936e-05,0.867606942743314,0.308,0.148,0.173187886169854,"3","Nvec-vc1.1-XM-048732874.1","TMEM218",""
"Nvec-vc1.1-XM-001641825.3",1.05027101088216e-05,0.791990416616315,0.308,0.148,0.173662311649366,"3","Nvec-vc1.1-XM-001641825.3","IMPDH1","IMPDH/CBS/CBS/"
"Nvec-vc1.1-XM-032370798.2",1.05424387085796e-05,0.833958268501846,0.288,0.134,0.174319224046364,"3","Nvec-vc1.1-XM-032370798.2","ZMPSTE24","Peptidase_M48_N/Peptidase_M48/"
"Nvec-vc1.1-XM-032372728.2",1.0707435355849e-05,0.861946940247828,0.327,0.16,0.177047443608962,"3","Nvec-vc1.1-XM-032372728.2","CCDC6","DUF2046/"
"Nvec-vc1.1-XM-032362019.2",1.15245105691476e-05,0.955662194161483,0.25,0.116,0.190557782260856,"3","Nvec-vc1.1-XM-032362019.2","RNF181","zf-RING_2/"
"Nvec-vc1.1-XM-032382011.2",1.15834431264107e-05,0.813346888678885,0.321,0.155,0.191532232095201,"3","Nvec-vc1.1-XM-032382011.2","MFAP1","MFAP1/"
"Nvec-vc1.1-XM-032386626.2",1.24242544405161e-05,0.813607812046562,0.346,0.175,0.205435047173934,"3","Nvec-vc1.1-XM-032386626.2","DNAJB11","DnaJ/DnaJ_C/"
"Nvec-vc1.1-XM-001627637.3",1.27047324945099e-05,0.804083331639331,0.353,0.178,0.210072751796721,"3","Nvec-vc1.1-XM-001627637.3","TIMM50","NIF/"
"Nvec-vc1.1-XM-032377121.2",1.30504304484455e-05,0.770423643849268,0.276,0.128,0.215788867465047,"3","Nvec-vc1.1-XM-032377121.2","ADAR","dsrm/dsrm/dsrm/dsrm/A_deamin/"
"Nvec-vc1.1-XM-001638048.3",1.31625746868072e-05,0.735882645849521,0.282,0.133,0.217643172446358,"3","Nvec-vc1.1-XM-001638048.3","SIK3","Pkinase/KA1/"
"Nvec-vc1.1-XM-001620373.3",1.36267860567301e-05,0.729512099106804,0.295,0.138,0.225318907448033,"3","Nvec-vc1.1-XM-001620373.3","ZCCHC10","zf-CCHC_3/"
"Nvec-vc1.1-XM-001626998.3",1.43923551753953e-05,0.81261881324505,0.263,0.121,0.237977592825161,"3","Nvec-vc1.1-XM-001626998.3","ISCA1","Fe-S_biosyn/"
"Nvec-vc1.1-XM-001632886.3",1.49875463001193e-05,0.770606831257286,0.314,0.155,0.247819078072473,"3","Nvec-vc1.1-XM-001632886.3","METAP1D","Creatinase_N/Peptidase_M24/"
"Nvec-vc1.1-XM-001634761.3",1.54066839953583e-05,1.06320622254935,0.282,0.138,0.254749519863249,"3","Nvec-vc1.1-XM-001634761.3","EPB41L3","FERM_N/FERM_M/"
"Nvec-vc1.1-XM-001623874.3",1.55235864623611e-05,0.800805585075564,0.263,0.123,0.25668250215514,"3","Nvec-vc1.1-XM-001623874.3","ECI2","ACBP/ECH_1/"
"Nvec-vc1.1-XM-048724539.1",1.73803512355403e-05,0.831675820498506,0.263,0.124,0.287384107679658,"3","Nvec-vc1.1-XM-048724539.1","RUFY1","RUN/FYVE/"
"Nvec-vc1.1-XM-032372993.2",1.85672551713139e-05,0.757964005095532,0.295,0.142,0.307009564257675,"3","Nvec-vc1.1-XM-032372993.2","SHMT2","SHMT/"
"Nvec-vc1.1-XM-001622821.3",1.88117552861433e-05,0.730522574056115,0.34,0.167,0.311052373656379,"3","Nvec-vc1.1-XM-001622821.3","GTF2E2","TFIIE_beta/TFA2_Winged_2/"
"Nvec-vc1.1-XM-001632400.3",1.90812913366125e-05,0.798276720607821,0.263,0.123,0.315509152250888,"3","Nvec-vc1.1-XM-001632400.3","CDO1","CDO_I/"
"Nvec-vc1.1-XM-032364427.2",1.9576531594328e-05,-0.838135589665581,0.365,0.455,0.323697949912213,"3","Nvec-vc1.1-XM-032364427.2","MPST","Rhodanese/"
"Nvec-vc1.1-XM-001621486.3",2.20587281869197e-05,0.844002903788296,0.288,0.142,0.364741070570717,"3","Nvec-vc1.1-XM-001621486.3","HEXB","Glycohydro_20b2/Glyco_hydro_20/"
"Nvec-vc1.1-XM-048731316.1",2.26353702172052e-05,-1.13099808441525,0.244,0.347,0.374275846541488,"3","Nvec-vc1.1-XM-048731316.1","ACADM","Acyl-CoA_dh_N/Acyl-CoA_dh_M/Acyl-CoA_dh_1/"
"Nvec-vc1.1-XM-032366694.2",2.52135433764329e-05,0.8068523000894,0.276,0.131,0.416905939729319,"3","Nvec-vc1.1-XM-032366694.2","DDX56","DEAD/Helicase_C/"
"Nvec-vc1.1-XM-048729416.1",2.55260548644988e-05,-1.02442007167007,0.173,0.337,0.422073317184487,"3","Nvec-vc1.1-XM-048729416.1","MAB21L1","Mab-21/"
"Nvec-vc1.1-XM-032370815.2",2.79894032146867e-05,0.900467389736383,0.327,0.169,0.462804782154845,"3","Nvec-vc1.1-XM-032370815.2","SRSF6","RRM_1/RRM_1/"
"Nvec-vc1.1-XM-048731575.1",3.25271028835371e-05,0.745939305259363,0.288,0.141,0.537835646179287,"3","Nvec-vc1.1-XM-048731575.1","XAB2","TPR_8/"
"Nvec-vc1.1-XM-001637217.3",3.42904668330803e-05,0.767315655158094,0.321,0.165,0.566992869084983,"3","Nvec-vc1.1-XM-001637217.3","PTPMT1","DSPc/"
"Nvec-vc1.1-XM-001636957.3",3.44340551774857e-05,0.698098064556031,0.333,0.169,0.569367102359725,"3","Nvec-vc1.1-XM-001636957.3","CETN3","EF-hand_7/EF-hand_7/"
"Nvec-vc1.1-XM-001625221.3",3.51504266553346e-05,0.411331731050421,0.846,0.702,0.581212304745958,"3","Nvec-vc1.1-XM-001625221.3","RAB11A","Ras/"
"Nvec-vc1.1-XM-032365352.2",3.51618259756827e-05,0.614215224962105,0.269,0.127,0.581400792507913,"3","Nvec-vc1.1-XM-032365352.2","FGD6","RhoGEF/PH/FYVE/PH/"
"Nvec-vc1.1-XM-001629180.3",3.7771251790759e-05,-0.764306982366785,0.41,0.492,0.6245476483602,"3","Nvec-vc1.1-XM-001629180.3","PTP4A3","DSPc/"
"Nvec-vc1.1-XM-001631116.3",4.09915312403543e-05,0.797446480765499,0.25,0.121,0.677794969059259,"3","Nvec-vc1.1-XM-001631116.3","","DUF2263/"
"Nvec-vc1.1-XM-032374171.2",4.97217069589483e-05,0.593785122326544,0.314,0.155,0.822148424566211,"3","Nvec-vc1.1-XM-032374171.2","UTP23","Fcf1/"
"Nvec-vc1.1-XM-032385196.2",5.05777846702709e-05,0.749142734208742,0.288,0.14,0.836303669522929,"3","Nvec-vc1.1-XM-032385196.2","LRP11","MANEC/"
"Nvec-vc1.1-XM-001624105.3",5.43739622057647e-05,0.523265618066123,0.333,0.167,0.899073465072319,"3","Nvec-vc1.1-XM-001624105.3","REEP5","TB2_DP1_HVA22/"
"Nvec-vc1.1-XM-001637840.3",5.47717638927072e-05,0.673989805225083,0.372,0.194,0.905651115965914,"3","Nvec-vc1.1-XM-001637840.3","RALA","Ras/"
"Nvec-vc1.1-XM-001634561.3",6.07067352530902e-05,0.766337491800358,0.263,0.129,1,"3","Nvec-vc1.1-XM-001634561.3","PUM3","CPL/"
"Nvec-vc1.1-XM-032367363.2",6.16051530725901e-05,0.681849847825653,0.269,0.131,1,"3","Nvec-vc1.1-XM-032367363.2","",""
"Nvec-vc1.1-XM-001639983.3",6.3139151264068e-05,0.758500666308961,0.276,0.137,1,"3","Nvec-vc1.1-XM-001639983.3","MED11","Med11/"
"Nvec-vc1.1-XM-001629477.3",6.59690175817234e-05,-1.29951788856267,0.147,0.265,1,"3","Nvec-vc1.1-XM-001629477.3","BCL2L1","Bcl-2/"
"Nvec-vc1.1-XM-001627573.3",6.80371713514276e-05,0.507167499079816,0.282,0.134,1,"3","Nvec-vc1.1-XM-001627573.3","MIOX","MIOX/"
"Nvec-vc1.1-XM-032373697.2",7.02219072064757e-05,0.738681789575978,0.269,0.134,1,"3","Nvec-vc1.1-XM-032373697.2","DAPP1","SH2/PH/"
"Nvec-vc1.1-XM-048721099.1",7.13553835942709e-05,0.692019656442947,0.276,0.132,1,"3","Nvec-vc1.1-XM-048721099.1","PDCD5","dsDNA_bind/"
"Nvec-vc1.1-XM-001631369.3",7.55334948468026e-05,0.832068100423583,0.301,0.155,1,"3","Nvec-vc1.1-XM-001631369.3","",""
"Nvec-vc1.1-XM-001640593.3",7.65888296291634e-05,0.682177617612815,0.385,0.201,1,"3","Nvec-vc1.1-XM-001640593.3","UGP2","UDPGP/"
"Nvec-vc1.1-XM-048729417.1",8.42233041675418e-05,-1.10096784814345,0.186,0.302,1,"3","Nvec-vc1.1-XM-048729417.1","BAX","Bcl-2/"
"Nvec-vc1.1-XM-001635750.3",8.60680292412942e-05,0.300945881314678,0.968,0.917,1,"3","Nvec-vc1.1-XM-001635750.3","ATP5PB","Mt_ATP-synt_B/"
"Nvec-vc1.1-XM-001636603.3",8.87872866051424e-05,0.549070550840373,0.308,0.153,1,"3","Nvec-vc1.1-XM-001636603.3","SUDS3","Sds3/"
"Nvec-vc1.1-XM-032383512.2",9.27650507686313e-05,0.664077596993071,0.417,0.224,1,"3","Nvec-vc1.1-XM-032383512.2","ZFR","zf-met/zf-met/zf-met/DZF/"
"Nvec-vc1.1-XM-001635331.3",9.29256160385374e-05,-0.315485697552654,0.929,0.987,1,"3","Nvec-vc1.1-XM-001635331.3","CYCS","Cytochrom_C/"
"Nvec-vc1.1-XM-032367220.2",9.5654973544637e-05,0.739587156867527,0.25,0.12,1,"3","Nvec-vc1.1-XM-032367220.2","ABCE1","RLI/Fer4/ABC_tran/ABC_tran/"
"Nvec-vc1.1-XM-032385089.2",9.61922688340086e-05,0.588712681921994,0.288,0.14,1,"3","Nvec-vc1.1-XM-032385089.2","GABPA","Ets/"
"Nvec-vc1.1-XM-032367625.2",9.67825549856059e-05,0.560544535232347,0.75,0.553,1,"3","Nvec-vc1.1-XM-032367625.2","MAPRE1","CH/EB1/"
"Nvec-vc1.1-XM-032385457.2",0.000101225676386496,-1.19595617294407,0.179,0.291,1,"3","Nvec-vc1.1-XM-032385457.2","KALRN","CRAL_TRIO/Spectrin/Spectrin/Spectrin/RhoGEF/RhoGEF/PH/I-set/fn3/Pkinase/"
"Nvec-vc1.1-XM-032385983.2",0.000106611178684579,0.654492340560671,0.295,0.147,1,"3","Nvec-vc1.1-XM-032385983.2","OSBP","PH/Oxysterol_BP/"
"Nvec-vc1.1-XM-001639916.3",0.000106842071212716,0.72022209728702,0.25,0.122,1,"3","Nvec-vc1.1-XM-001639916.3","ICMT","ICMT/"
"Nvec-vc1.1-XM-001640749.3",0.000112129282231857,0.780259248075963,0.276,0.14,1,"3","Nvec-vc1.1-XM-001640749.3","NOP14","Nop14/"
"Nvec-vc1.1-XM-001631769.3",0.000112372839988919,0.602733388842626,0.506,0.296,1,"3","Nvec-vc1.1-XM-001631769.3","TCP1","Cpn60_TCP1/"
"Nvec-vc1.1-XM-001632212.3",0.00011247072279393,0.753627644376337,0.263,0.128,1,"3","Nvec-vc1.1-XM-001632212.3","NDUFAF1","CIA30/"
"Nvec-vc1.1-XM-048725080.1",0.000118933154905307,0.611127745869772,0.353,0.186,1,"3","Nvec-vc1.1-XM-048725080.1","WDR33","WD40/WD40/WD40/WD40/WD40/WD40/"
"Nvec-vc1.1-XM-048719907.1",0.000119553074883289,0.637018910726999,0.25,0.122,1,"3","Nvec-vc1.1-XM-048719907.1","NOL11",""
"Nvec-vc1.1-XM-032373308.2",0.000121039107255852,0.657887754740079,0.263,0.129,1,"3","Nvec-vc1.1-XM-032373308.2","BCL2L1","Bcl-2/"
"Nvec-vc1.1-XM-032366290.2",0.000124692828922637,0.687859922718395,0.308,0.162,1,"3","Nvec-vc1.1-XM-032366290.2","ICA1","Arfaptin/ICA69/"
"Nvec-vc1.1-XM-048727634.1",0.000125817614871403,-0.939577857959017,0.237,0.351,1,"3","Nvec-vc1.1-XM-048727634.1","FAM172A",""
"Nvec-vc1.1-XM-048727199.1",0.000126747870349651,0.760144840760438,0.263,0.133,1,"3","Nvec-vc1.1-XM-048727199.1","RNF40","zf-C3HC4_3/"
"Nvec-vc1.1-XM-032371813.2",0.000130906009013834,-0.410562024879825,0.667,0.684,1,"3","Nvec-vc1.1-XM-032371813.2","SRSF4","RRM_1/RRM_1/"
"Nvec-vc1.1-XM-001636071.3",0.0001458697345554,0.813715563258748,0.308,0.158,1,"3","Nvec-vc1.1-XM-001636071.3","PNN","Pinin_SDK_N/Pinin_SDK_memA/"
"Nvec-vc1.1-XM-048733895.1",0.000146904559440444,0.679485661509596,0.276,0.14,1,"3","Nvec-vc1.1-XM-048733895.1","THOC2","THOC2_N/THOC2_N/Thoc2/Tho2/"
"Nvec-vc1.1-XM-001624702.3",0.000150129630212108,0.94292310710155,0.269,0.139,1,"3","Nvec-vc1.1-XM-001624702.3","ACCSL","Aminotran_1_2/"
"Nvec-vc1.1-XM-001639797.3",0.000152633317742192,0.691118800692478,0.256,0.129,1,"3","Nvec-vc1.1-XM-001639797.3","YIPF3",""
"Nvec-vc1.1-XM-001637098.3",0.00015939047144217,0.666908927469744,0.269,0.135,1,"3","Nvec-vc1.1-XM-001637098.3","SLC41A1","MgtE/MgtE/"
"Nvec-vc1.1-XM-001641232.3",0.000166210889219993,-0.934631683324892,0.186,0.306,1,"3","Nvec-vc1.1-XM-001641232.3","C8orf37","RMP/"
"Nvec-vc1.1-XM-032380477.2",0.000177017423801076,0.724603349839567,0.308,0.163,1,"3","Nvec-vc1.1-XM-032380477.2","ATP6AP1","ATP-synt_S1/"
"Nvec-vc1.1-XM-001634527.3",0.00017781564244602,0.836128008209875,0.276,0.144,1,"3","Nvec-vc1.1-XM-001634527.3","PARN","CAF1/RNA_bind/"
"Nvec-vc1.1-XM-001642002.3",0.00018725351926631,0.473908724429028,0.372,0.191,1,"3","Nvec-vc1.1-XM-001642002.3","ACTL6B","Actin/"
"Nvec-vc1.1-XM-032362885.2",0.000199510072225959,0.616529700471594,0.353,0.192,1,"3","Nvec-vc1.1-XM-032362885.2","PSME3","PA28_alpha/PA28_beta/"
"Nvec-vc1.1-XM-032366159.2",0.000208536694551653,0.445889246061743,0.776,0.576,1,"3","Nvec-vc1.1-XM-032366159.2","CCT7","Cpn60_TCP1/"
"Nvec-vc1.1-XM-001635878.2",0.000217255558554902,0.535613286378611,0.282,0.141,1,"3","Nvec-vc1.1-XM-001635878.2","WAS","WH1/PBD/WH2/WH2/"
"Nvec-vc1.1-XM-032372646.2",0.000218561220295838,0.543212136229471,0.603,0.396,1,"3","Nvec-vc1.1-XM-032372646.2","MRPS11","Ribosomal_S11/"
"Nvec-vc1.1-XM-001624024.3",0.000221200362983002,0.717818930698434,0.301,0.159,1,"3","Nvec-vc1.1-XM-001624024.3","UTP15","WD40/WD40/WD40/WD40/UTP15_C/"
"Nvec-vc1.1-XM-001635222.3",0.000228673222591789,0.673220864339295,0.301,0.157,1,"3","Nvec-vc1.1-XM-001635222.3","WDR1","WD40/WD40/WD40/ANAPC4_WD40/WD40/"
"Nvec-vc1.1-XM-001632434.3",0.000238406191956884,-0.952295271208333,0.212,0.308,1,"3","Nvec-vc1.1-XM-001632434.3","MAPKAPK2","Pkinase/"
"Nvec-vc1.1-XM-048732594.1",0.00023851339527631,0.640365968365481,0.321,0.173,1,"3","Nvec-vc1.1-XM-048732594.1","PSMD1","PC_rep/PC_rep/HEAT_2/RPN2_C/"
"Nvec-vc1.1-XM-032378231.2",0.000260183861724136,0.404940566727652,0.359,0.188,1,"3","Nvec-vc1.1-XM-032378231.2","","CortBP2/"
"Nvec-vc1.1-XM-032366198.2",0.000300595264389686,-0.545959602109946,0.455,0.509,1,"3","Nvec-vc1.1-XM-032366198.2","TTC31","DnaJ/TPR_16/RRM_1/"
"Nvec-vc1.1-XM-032377089.2",0.00031673823045025,0.686192252496819,0.25,0.124,1,"3","Nvec-vc1.1-XM-032377089.2","STX8",""
"Nvec-vc1.1-XM-048725155.1",0.000357877935614346,0.651198062333248,0.276,0.142,1,"3","Nvec-vc1.1-XM-048725155.1","SREK1","RRM_1/RRM_1/"
"Nvec-vc1.1-XM-032376757.2",0.000366819300171959,0.567468777992641,0.256,0.128,1,"3","Nvec-vc1.1-XM-032376757.2","FERMT2","Kindlin_2_N/FERM_M/PH/"
"Nvec-vc1.1-XM-001624131.3",0.000368108533478572,0.640123095085986,0.269,0.139,1,"3","Nvec-vc1.1-XM-001624131.3","TSNAX","Translin/"
"Nvec-vc1.1-XM-048728044.1",0.000404475474330054,0.789244130101401,0.269,0.146,1,"3","Nvec-vc1.1-XM-048728044.1","HINT1","HIT/"
"Nvec-vc1.1-XM-001622886.3",0.000478964010700388,0.673914113540898,0.263,0.138,1,"3","Nvec-vc1.1-XM-001622886.3","RAP2B","Ras/"
"Nvec-vc1.1-XM-048731026.1",0.000488735961715713,-0.901731139540906,0.212,0.302,1,"3","Nvec-vc1.1-XM-048731026.1","SPTAN1","Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/SH3_1/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/EF-hand_7/EFhand_Ca_insen/"
"Nvec-vc1.1-XM-001635003.3",0.000497565083752651,0.535288234306023,0.308,0.163,1,"3","Nvec-vc1.1-XM-001635003.3","SPTLC2","Aminotran_1_2/"
"Nvec-vc1.1-XM-032378265.2",0.000558609891272396,0.773126151521525,0.269,0.148,1,"3","Nvec-vc1.1-XM-032378265.2","BCKDK","BCDHK_Adom3/HATPase_c/"
"Nvec-vc1.1-XM-032387440.2",0.000584345678990781,0.65907364540647,0.25,0.13,1,"3","Nvec-vc1.1-XM-032387440.2","METAP2","Peptidase_M24/"
"Nvec-NVE11446",0.00061091699334181,0.62540113586865,0.295,0.158,1,"3","Nvec-NVE11446","",""
"Nvec-vc1.1-XM-032370742.2",0.000631497523381308,0.899907714154322,0.25,0.136,1,"3","Nvec-vc1.1-XM-032370742.2","MRPL18",""
"Nvec-vc1.1-XM-001623763.3",0.000716549811395478,0.585428202603014,0.288,0.155,1,"3","Nvec-vc1.1-XM-001623763.3","MAEA","CLTH/"
"Nvec-vc1.1-XM-032385387.2",0.000731115979304235,0.46789208163769,0.436,0.249,1,"3","Nvec-vc1.1-XM-032385387.2","UBE2D3","UQ_con/"
"Nvec-vc1.1-XM-032374432.2",0.00081682588397388,0.676931775657101,0.282,0.153,1,"3","Nvec-vc1.1-XM-032374432.2","FIP1L1","Fip1/"
"Nvec-vc1.1-XM-032387292.2",0.000832440197477408,0.737933569180953,0.276,0.154,1,"3","Nvec-vc1.1-XM-032387292.2","HMCN1","Ig_3/Ig_3/Ig_3/C2-set_2/Ig_3/Ig_3/fn3/"
"Nvec-vc1.1-XM-032362537.2",0.000877919956179396,0.698996712091539,0.263,0.144,1,"3","Nvec-vc1.1-XM-032362537.2","AC092647.5","Ribosomal_S17/"
"Nvec-vc1.1-XM-048732336.1",0.000886436190696149,0.556615321375862,0.256,0.135,1,"3","Nvec-vc1.1-XM-048732336.1","GK","FGGY_N/FGGY_C/"
"Nvec-vc1.1-XM-048733874.1",0.000895389749393042,0.537607038446136,0.269,0.143,1,"3","Nvec-vc1.1-XM-048733874.1","PLEK","PH/DEP/PH/"
"Nvec-vc1.1-XM-001640405.3",0.000924849203812168,0.629181325727522,0.288,0.16,1,"3","Nvec-vc1.1-XM-001640405.3","ARF1","Arf/"
"Nvec-vc1.1-XM-048723167.1",0.00102645793196711,0.635926845210866,0.295,0.167,1,"3","Nvec-vc1.1-XM-048723167.1","COPB1","Adaptin_N/Coatamer_beta_C/Coatomer_b_Cpla/"
"Nvec-vc1.1-XM-032382182.2",0.00102907494273932,0.585581582408503,0.256,0.138,1,"3","Nvec-vc1.1-XM-032382182.2","ETNPPL","Aminotran_3/"
"Nvec-vc1.1-XM-032387331.2",0.00113198695698806,0.594282082524898,0.25,0.134,1,"3","Nvec-vc1.1-XM-032387331.2","ATG3","Autophagy_act_C/"
"Nvec-vc1.1-XM-001633355.3",0.00123592270383968,0.45908101976734,0.295,0.16,1,"3","Nvec-vc1.1-XM-001633355.3","INO80B_WBP1","PAPA-1/zf-HIT/"
"Nvec-vc1.1-XM-001636073.3",0.00124571444525016,0.604056589646363,0.276,0.151,1,"3","Nvec-vc1.1-XM-001636073.3","FRG1","FRG1/"
"Nvec-vc1.1-XM-048723656.1",0.00127849393105993,0.55216550827411,0.263,0.141,1,"3","Nvec-vc1.1-XM-048723656.1","CUL1","Cullin/Cullin_Nedd8/"
"Nvec-vc1.1-XM-032361932.2",0.00134960752059416,0.595093509711574,0.263,0.147,1,"3","Nvec-vc1.1-XM-032361932.2","MYEF2","RRM_1/RRM_1/RRM_1/"
"Nvec-vc1.1-XM-048733051.1",0.00144283654571612,0.636005656099616,0.276,0.157,1,"3","Nvec-vc1.1-XM-048733051.1","CA1","Carb_anhydrase/"
"Nvec-vc1.1-XM-001631518.3",0.00156293879131959,-0.423757737461997,0.545,0.564,1,"3","Nvec-vc1.1-XM-001631518.3","PMPCB","Peptidase_M16/Peptidase_M16_C/"
"Nvec-vc1.1-XM-001639555.3",0.00158987515905057,0.5229720781074,0.276,0.152,1,"3","Nvec-vc1.1-XM-001639555.3","TIMM22","Tim17/"
"Nvec-vc1.1-XM-032373112.2",0.00165248001265988,-0.380916480132476,0.16,0.274,1,"3","Nvec-vc1.1-XM-032373112.2","FGF16","FGF/"
"Nvec-vc1.1-XM-032375976.2",0.00166783994085453,0.595033900292056,0.288,0.165,1,"3","Nvec-vc1.1-XM-032375976.2","EIF3A","PCI/"
"Nvec-vc1.1-XM-001630606.3",0.00168773504290535,0.502318409205183,0.308,0.173,1,"3","Nvec-vc1.1-XM-001630606.3","SFT2D1","Got1/"
"Nvec-vc1.1-XM-032379876.2",0.00185431273775758,0.625749814810118,0.519,0.366,1,"3","Nvec-vc1.1-XM-032379876.2","FCF1","Fcf1/"
"Nvec-vc1.1-XM-001627278.3",0.00191546065915698,0.607517756445952,0.263,0.149,1,"3","Nvec-vc1.1-XM-001627278.3","PRKX","Pkinase/"
"Nvec-vc1.1-XM-001634689.3",0.00194411778934149,0.477422873021734,0.288,0.158,1,"3","Nvec-vc1.1-XM-001634689.3","MANSC1","MANEC/"
"Nvec-vc1.1-XM-001624964.3",0.00208071660792292,0.358209024448153,0.372,0.209,1,"3","Nvec-vc1.1-XM-001624964.3","KRAS","Ras/"
"Nvec-vc1.1-XM-001635348.3",0.00214223810965006,0.565996702084518,0.321,0.184,1,"3","Nvec-vc1.1-XM-001635348.3","SELENOF","Sep15_SelM/"
"Nvec-vc1.1-XM-032377982.2",0.00216416021704476,0.514440481754417,0.295,0.166,1,"3","Nvec-vc1.1-XM-032377982.2","KMT2C","zf-HC5HC2H/PHD/PHD/PHD/FYRN/FYRC/SET/"
"Nvec-vc1.1-XM-048733629.1",0.00220352801539784,0.368164311225522,0.442,0.257,1,"3","Nvec-vc1.1-XM-048733629.1","LARP1","La/"
"Nvec-vc1.1-XM-048724206.1",0.00220780897653802,-0.333934105008976,0.321,0.411,1,"3","Nvec-vc1.1-XM-048724206.1","UBE2F","UQ_con/"
"Nvec-vc1.1-XM-032365492.2",0.00235606921541204,0.477686836662569,0.391,0.234,1,"3","Nvec-vc1.1-XM-032365492.2","U2AF2","RRM_1/RRM_1/"
"Nvec-vc1.1-XM-001623854.3",0.00250438280624369,0.498354630410811,0.269,0.151,1,"3","Nvec-vc1.1-XM-001623854.3","",""
"Nvec-vc1.1-XM-001638573.3",0.00253221707459663,0.610033794661018,0.25,0.141,1,"3","Nvec-vc1.1-XM-001638573.3","WDR61","WD40/WD40/WD40/WD40/WD40/"
"Nvec-vc1.1-XM-048721067.1",0.00262719283826222,0.559582101391325,0.404,0.243,1,"3","Nvec-vc1.1-XM-048721067.1","VAPA",""
"Nvec-vc1.1-XM-032377873.2",0.00268243813661345,0.450931936497768,0.276,0.155,1,"3","Nvec-vc1.1-XM-032377873.2","","CCDC50_N/"
"Nvec-vc1.1-XM-001634019.3",0.00278293529985256,0.523105801108791,0.269,0.153,1,"3","Nvec-vc1.1-XM-001634019.3","HDGFL3","PWWP/LEDGF/"
"Nvec-vc1.1-XM-048729889.1",0.00280064968638753,0.506991392099774,0.276,0.153,1,"3","Nvec-vc1.1-XM-048729889.1","PAPOLA","PAP_central/PAP_RNA-bind/"
"Nvec-vc1.1-XM-001625068.3",0.00288155583483732,0.461602671321967,0.269,0.15,1,"3","Nvec-vc1.1-XM-001625068.3","SDE2","Sde2_N_Ubi/Telomere_Sde2_2/"
"Nvec-vc1.1-XM-001625076.3",0.00291355463502224,0.745325182094965,0.282,0.162,1,"3","Nvec-vc1.1-XM-001625076.3","TP53RK","Kdo/"
"Nvec-vc1.1-XM-001631294.3",0.00294271747254231,-0.475065658911513,0.487,0.516,1,"3","Nvec-vc1.1-XM-001631294.3","CORO1C","DUF1899/eIF2A/WD40_4/"
"Nvec-vc1.1-XM-001628384.3",0.00296302436813477,-0.405095219800453,0.423,0.485,1,"3","Nvec-vc1.1-XM-001628384.3","GSK3B","Pkinase/"
"Nvec-vc1.1-XM-001631508.3",0.00305356447936813,-0.853364680214621,0.231,0.298,1,"3","Nvec-vc1.1-XM-001631508.3","YTHDC1","YTH/YTH/"
"Nvec-vc1.1-XM-001641705.3",0.00345871674692702,-0.332317949189898,0.583,0.609,1,"3","Nvec-vc1.1-XM-001641705.3","GNAI1","G-alpha/"
"Nvec-vc1.1-XM-001627041.3",0.00355940991233,0.537997905441854,0.263,0.149,1,"3","Nvec-vc1.1-XM-001627041.3","RAB21","Ras/"
"Nvec-vc1.1-XM-001625763.3",0.00359458143019407,0.439520812977019,0.404,0.241,1,"3","Nvec-vc1.1-XM-001625763.3","TRAPPC5","TRAPP/"
"Nvec-vc1.1-XM-001623040.3",0.0036043150529588,0.528248934704028,0.269,0.153,1,"3","Nvec-vc1.1-XM-001623040.3","GPN2","ATP_bind_1/"
"Nvec-vc1.1-XM-001631595.3",0.00384252830804885,0.675033478222258,0.404,0.251,1,"3","Nvec-vc1.1-XM-001631595.3","SSU72","Ssu72/"
"Nvec-vc1.1-XM-048725543.1",0.00395165543803196,0.405054986518341,0.295,0.169,1,"3","Nvec-vc1.1-XM-048725543.1","ILF2","DZF/"
"Nvec-vc1.1-XM-001639417.3",0.00397436628181071,0.420795966144969,0.519,0.338,1,"3","Nvec-vc1.1-XM-001639417.3","PRPF19","U-box/Prp19/WD40/WD40/WD40/WD40/WD40/"
"Nvec-vc1.1-XM-048723675.1",0.00414978851572721,0.409790796671337,0.327,0.189,1,"3","Nvec-vc1.1-XM-048723675.1","EIF2B3","NTP_transferase/Hexapep/"
"Nvec-vc1.1-XM-048726694.1",0.00435594847963411,0.44850809156269,0.321,0.186,1,"3","Nvec-vc1.1-XM-048726694.1","HADHA","ECH_1/3HCDH_N/3HCDH/3HCDH/"
"Nvec-vc1.1-XM-048724938.1",0.00436235188822025,0.398161336096639,0.269,0.151,1,"3","Nvec-vc1.1-XM-048724938.1","PSMD2","RPN1_RPN2_N/PC_rep/PC_rep/RPN1_C/"
"Nvec-vc1.1-XM-032365706.2",0.00470022326059537,-0.780043852279315,0.199,0.278,1,"3","Nvec-vc1.1-XM-032365706.2","PRKAR1A","RIIa/cNMP_binding/cNMP_binding/"
"Nvec-vc1.1-XM-032363183.2",0.0049115957372823,0.591826521242195,0.256,0.152,1,"3","Nvec-vc1.1-XM-032363183.2","THRAP3",""
