"","Nvec","classification","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","protein","domain"
"3492","Nvec_vc1.1_XM_032377067.2","Conserved","Nvec-vc1.1-XM-032377067.2",2.59860151586411e-40,1.85723918093774,0.084,0.026,4.2967876064813e-36,"BCL2L13","Bcl-2/"
"3493","Nvec_vc1.1_XM_032377090.2","Nematostella-specific","Nvec-vc1.1-XM-032377090.2",8.78258286251797e-11,1.36608800401626,0.034,0.014,1.45220007631735e-06,"",""
"3494","Nvec_vc1.1_XM_032377108.2","Nematostella-specific","Nvec-vc1.1-XM-032377108.2",1.77004897831244e-17,-1.18997019682073,0.031,0.073,2.92677598563963e-13,"ACADSB","Acyl-CoA_dh_N/Acyl-CoA_dh_M/Acyl-CoA_dh_1/"
"3495","Nvec_vc1.1_XM_032377113.2","Conserved","Nvec-vc1.1-XM-032377113.2",1.34882805117857e-32,-0.521359283617518,0.235,0.35,2.23028718262376e-28,"MDM4","zf-C3HC4_3/"
"3496","Nvec_vc1.1_XM_032377158.2","Nematostella-specific","Nvec-vc1.1-XM-032377158.2",9.80321553489884e-16,-0.620876453613227,0.119,0.182,1.62096168869552e-11,"","Ank_2/"
"3497","Nvec_vc1.1_XM_032377199.2","Nematostella-specific","Nvec-vc1.1-XM-032377199.2",5.7348262694378e-32,-0.91234937057216,0.092,0.179,9.4825352365154e-28,"IQCK","IQ/"
"3498","Nvec_vc1.1_XM_032377200.2","Nematostella-specific","Nvec-vc1.1-XM-032377200.2",1.49505391613365e-52,-0.868390439035422,0.181,0.322,2.47207165032699e-48,"","Cytokin_check_N/"
"3499","Nvec_vc1.1_XM_032377202.2","Nematostella-specific","Nvec-vc1.1-XM-032377202.2",7.66436224736721e-15,-1.02330008772383,0.04,0.081,1.26730229760217e-10,"TEFM","HHH_3/"
"3500","Nvec_vc1.1_XM_032377212.2","Nematostella-specific","Nvec-vc1.1-XM-032377212.2",1.90186573941804e-08,1.34167548624216,0.027,0.011,0.000314473500012773,"KCNJ2","IRK/IRK_C/"
"3501","Nvec_vc1.1_XM_032377214.2","Conserved","Nvec-vc1.1-XM-032377214.2",7.30497224906949e-08,-1.52580042825301,0.008,0.022,0.00120787716138364,"DTD2","Tyr_Deacylase/"
"3502","Nvec_vc1.1_XM_032377216.2","Divergent","Nvec-vc1.1-XM-032377216.2",1.3259372270296e-17,-1.35372696023212,0.032,0.068,2.19243720489345e-13,"MFSD6","MFS_1_like/"
"3503","Nvec_vc1.1_XM_032377230.2","Conserved","Nvec-vc1.1-XM-032377230.2",6.5511891429429e-113,5.33683692930578,0.08,0.003,1.08323912478561e-108,"FASN","Patched/Patched/ketoacyl-synt/Ketoacyl-synt_C/KAsynt_C_assoc/Acyl_transf_1/PS-DH/KR/Thioesterase/"
"3504","Nvec_vc1.1_XM_032377231.2","Nematostella-specific","Nvec-vc1.1-XM-032377231.2",2.732505570239e-51,0.557331003876616,0.551,0.454,4.51819796039019e-47,"MYH10","Myosin_N/Myosin_head/IQ/Myosin_tail_1/"
"3505","Nvec_vc1.1_XM_032377256.2","Nematostella-specific","Nvec-vc1.1-XM-032377256.2",2.47238825838419e-17,-0.491899010228201,0.222,0.301,4.08809398523826e-13,"SEC22A","Longin/"
"3506","Nvec_vc1.1_XM_032377260.2","Nematostella-specific","Nvec-vc1.1-XM-032377260.2",1.39979072981778e-40,-1.07010481136967,0.1,0.202,2.3145539717537e-36,"PISD","PS_Dcarbxylase/"
"3507","Nvec_vc1.1_XM_032377261.2","Nematostella-specific","Nvec-vc1.1-XM-032377261.2",2.70109877753146e-23,-0.902870077332836,0.073,0.139,4.46626682864827e-19,"PPP4R4",""
"3508","Nvec_vc1.1_XM_032377267.2","Conserved","Nvec-vc1.1-XM-032377267.2",2.40993612842065e-12,-1.55798083400216,0.011,0.033,3.98482938834355e-08,"BMI1","zf-C3HC4_2/"
"3509","Nvec_vc1.1_XM_032377269.2","Nematostella-specific","Nvec-vc1.1-XM-032377269.2",1.92789702067941e-25,-1.0625883348983,0.065,0.132,3.18777772369341e-21,"GPR19","7tm_1/"
"3510","Nvec_vc1.1_XM_032377288.2","Conserved","Nvec-vc1.1-XM-032377288.2",2.91562008460725e-87,0.960388721281539,0.384,0.199,4.82097780989809e-83,"C19orf12",""
"3511","Nvec_vc1.1_XM_032377313.2","Nematostella-specific","Nvec-vc1.1-XM-032377313.2",2.89893608507896e-22,-0.735319324759804,0.322,0.393,4.79339081667807e-18,"DPM3","DPM3/"
"3512","Nvec_vc1.1_XM_032377330.2","Divergent","Nvec-vc1.1-XM-032377330.2",3.69354984516939e-17,-0.354626880613441,0.219,0.295,6.10728466898758e-13,"KCMF1","ZZ/zf-Di19/"
"3513","Nvec_vc1.1_XM_032377333.2","Conserved","Nvec-vc1.1-XM-032377333.2",6.33245903771968e-36,-2.92172910458415,0.016,0.063,1.04707210188695e-31,"","TSP_1/"
"3514","Nvec_vc1.1_XM_032377343.2","Conserved","Nvec-vc1.1-XM-032377343.2",1.4795757342369e-18,3.8962643379198,0.014,0.001,2.44647847656072e-14,"","DUF229/"
"3515","Nvec_vc1.1_XM_032377355.2","Nematostella-specific","Nvec-vc1.1-XM-032377355.2",4.24932172689234e-67,-1.16761713514504,0.12,0.265,7.02625347541649e-63,"TMEM230","DUF872/"
"3516","Nvec_vc1.1_XM_032377357.1","Nematostella-specific","Nvec-vc1.1-XM-032377357.1",6.39618284766886e-11,3.02878842342463,0.012,0.002,1.05760883386205e-06,"DBF4B","zf-DBF/"
"3517","Nvec_vc1.1_XM_032377368.2","Conserved","Nvec-vc1.1-XM-032377368.2",3.45741398972886e-08,0.444521944534463,0.144,0.114,0.000571683403201667,"TMEM128",""
"3518","Nvec_vc1.1_XM_032377374.2","Nematostella-specific","Nvec-vc1.1-XM-032377374.2",3.50978225198162e-64,-0.596078226242852,0.491,0.652,5.80342495365161e-60,"NOP56","NOP5NT/Nop/"
"3519","Nvec_vc1.1_XM_032377383.2","Conserved","Nvec-vc1.1-XM-032377383.2",1.54818459079396e-11,-0.681919630170294,0.067,0.109,2.55992322087781e-07,"PCGF1","zf-C3HC4_2/"
"3520","Nvec_vc1.1_XM_032377385.2","Nematostella-specific","Nvec-vc1.1-XM-032377385.2",2.45310388913094e-26,3.8176073940448,0.022,0.002,4.05620728067801e-22,"CTSZ","Peptidase_C1/"
"3521","Nvec_vc1.1_XM_032377418.2","Nematostella-specific","Nvec-vc1.1-XM-032377418.2",2.6731276198036e-16,-0.898411450067058,0.05,0.096,4.42001651934526e-12,"TMEM241",""
"3522","Nvec_vc1.1_XM_032377421.2","Divergent","Nvec-vc1.1-XM-032377421.2",9.3805485899333e-14,-0.500508142565582,0.129,0.188,1.55107370934547e-09,"DNAJB12","DnaJ/DUF1977/"
"3523","Nvec_vc1.1_XM_032377434.2","Nematostella-specific","Nvec-vc1.1-XM-032377434.2",4.02816795518764e-58,-1.14205494528893,0.116,0.248,6.66057571390276e-54,"RPS8","Ribosomal_S8e/"
"3524","Nvec_vc1.1_XM_032377457.2","Nematostella-specific","Nvec-vc1.1-XM-032377457.2",1.01631189798954e-23,0.575172192668577,0.233,0.218,1.68047172332571e-19,"TSR1","AARP2CN/RIBIOP_C/"
"3525","Nvec_vc1.1_XM_032377471.2","Nematostella-specific","Nvec-vc1.1-XM-032377471.2",2.7732272322195e-12,-0.355660275808752,0.237,0.305,4.58553122847494e-08,"IK","RED_N/RED_C/"
"3526","Nvec_vc1.1_XM_032377472.2","Nematostella-specific","Nvec-vc1.1-XM-032377472.2",2.64039521182271e-84,4.49807990810904,0.069,0.005,4.36589348274886e-80,"TLL1","fn2/Astacin/ShK/ShK/"
"3527","Nvec_vc1.1_XM_032377532.2","Nematostella-specific","Nvec-vc1.1-XM-032377532.2",2.3133495465927e-06,-0.329805696981172,0.184,0.227,0.0382512347529103,"TNFAIP8","DUF758/"
"3528","Nvec_vc1.1_XM_032377555.2","Nematostella-specific","Nvec-vc1.1-XM-032377555.2",4.5781895748196e-10,-0.988351388734488,0.027,0.055,7.57003646196421e-06,"TUBGCP4","GCP_N_terminal/GCP_C_terminal/"
"3529","Nvec_vc1.1_XM_032377569.2","Conserved","Nvec-vc1.1-XM-032377569.2",1.37135219482855e-08,-1.38378142338058,0.009,0.025,0.000226753085414901,"OXSM","ketoacyl-synt/Ketoacyl-synt_C/"
"3530","Nvec_vc1.1_XM_032377571.2","Nematostella-specific","Nvec-vc1.1-XM-032377571.2",4.42103172141083e-13,-0.805908347445748,0.063,0.105,7.31017595135282e-09,"CIR1","Cir_N/"
"3531","Nvec_vc1.1_XM_032377572.2","Conserved","Nvec-vc1.1-XM-032377572.2",3.42662046378447e-15,-4.40905979448043,0.009,0.026,5.66591693686762e-11,"","Collagen/"
"3532","Nvec_vc1.1_XM_032377582.2","Divergent","Nvec-vc1.1-XM-032377582.2",2.245502557544e-72,-1.09186171704059,0.155,0.317,3.71293847889901e-68,"COPS8","CSN8_PSD8_EIF3K/"
"3533","Nvec_vc1.1_XM_032377587.2","Nematostella-specific","Nvec-vc1.1-XM-032377587.2",2.70011543569075e-11,-0.137670802437685,0.27,0.324,4.46464087291466e-07,"","F-box/"
"3534","Nvec_vc1.1_XM_032377592.2","Nematostella-specific","Nvec-vc1.1-XM-032377592.2",7.95620277494204e-18,-4.90827006507543,0,0.016,1.31555812883667e-13,"GALNT1","Glycos_transf_2/Ricin_B_lectin/"
"3535","Nvec_vc1.1_XM_032377594.2","Nematostella-specific","Nvec-vc1.1-XM-032377594.2",7.33135901303391e-23,-1.24158069252859,0.044,0.096,1.21224021280516e-18,"BBOX1","GBBH-like_N/TauD/"
"3536","Nvec_vc1.1_XM_032377598.2","Conserved","Nvec-vc1.1-XM-032377598.2",2.87393973871095e-07,-0.491724799749698,0.086,0.121,0.00475205935795855,"TLK1","Pkinase/"
"3537","Nvec_vc1.1_XM_032377600.2","Divergent","Nvec-vc1.1-XM-032377600.2",5.96537430030275e-19,-0.650992012348268,0.102,0.168,9.86374640555059e-15,"BBOF1","DUF4515/"
"3538","Nvec_vc1.1_XM_032377605.2","Nematostella-specific","Nvec-vc1.1-XM-032377605.2",3.47002747061372e-10,-0.642756574598862,0.064,0.102,5.73769042265979e-06,"PLEKHA8","PH/GLTP/"
"3539","Nvec_vc1.1_XM_032377631.2","Conserved","Nvec-vc1.1-XM-032377631.2",4.19009953046279e-07,-0.964756554438076,0.012,0.027,0.00692832957362022,"MFSD5","MFS_5/"
"3540","Nvec_vc1.1_XM_032377670.2","Nematostella-specific","Nvec-vc1.1-XM-032377670.2",2.40829426752927e-07,-0.616029939582245,0.054,0.083,0.00398211457135964,"PPM1D","PP2C/"
"3541","Nvec_vc1.1_XM_032377679.2","Nematostella-specific","Nvec-vc1.1-XM-032377679.2",1.22077385807962e-18,-0.628964564339643,0.13,0.201,2.01854957433465e-14,"CIPC","CiPC/"
"3542","Nvec_vc1.1_XM_032377687.2","Conserved","Nvec-vc1.1-XM-032377687.2",3.40974734114168e-32,1.51421525059487,0.089,0.034,5.63801722857777e-28,"TRAFD1",""
"3543","Nvec_vc1.1_XM_032377695.2","Divergent","Nvec-vc1.1-XM-032377695.2",2.25368864648859e-13,0.951633608163699,0.078,0.043,3.72647417696889e-09,"EYA1",""
"3544","Nvec_vc1.1_XM_032377701.2","Nematostella-specific","Nvec-vc1.1-XM-032377701.2",2.3005929261322e-08,-0.602364625416362,0.067,0.102,0.00038040304033596,"ATAD2B","AAA/AAA_lid_3/Bromodomain/"
"3545","Nvec_vc1.1_XM_032377736.2","Conserved","Nvec-vc1.1-XM-032377736.2",7.01055427215383e-56,-0.842068962316984,0.217,0.367,1.15919514890064e-51,"ATPSCKMT",""
"3546","Nvec_vc1.1_XM_032377745.2","Nematostella-specific","Nvec-vc1.1-XM-032377745.2",4.71025133600599e-44,-0.914141189667856,0.138,0.257,7.78840058408591e-40,"GTDC1","DUF3524/Glycos_transf_1/"
"3547","Nvec_vc1.1_XM_032377751.2","Conserved","Nvec-vc1.1-XM-032377751.2",8.0269841207097e-12,-4.49980521972007,0,0.011,1.32726182435935e-07,"MFSD6","MFS_1_like/"
"3548","Nvec_vc1.1_XM_032377755.2","Conserved","Nvec-vc1.1-XM-032377755.2",2.74740897163779e-07,0.520165425699168,0.114,0.08,0.00454284073460309,"PSME4","BLM10_mid/DUF3437/"
"3549","Nvec_vc1.1_XM_032377772.2","Nematostella-specific","Nvec-vc1.1-XM-032377772.2",4.48878403505875e-11,-0.723267889652252,0.061,0.101,7.42220440196964e-07,"PHGDH","2-Hacid_dh/2-Hacid_dh_C/"
"3550","Nvec_vc1.1_XM_032377792.2","Conserved","Nvec-vc1.1-XM-032377792.2",2.03947938406896e-20,0.8195612360962,0.158,0.104,3.37227916155803e-16,"MEF2C","SRF-TF/HJURP_C/"
"3551","Nvec_vc1.1_XM_032377803.2","Nematostella-specific","Nvec-vc1.1-XM-032377803.2",8.11624611620953e-11,-1.10007984720704,0.02,0.046,1.34202129531525e-06,"USP3","zf-UBP/UCH/"
"3552","Nvec_vc1.1_XM_032377851.2","Nematostella-specific","Nvec-vc1.1-XM-032377851.2",8.74287234329202e-16,-0.733712262848719,0.092,0.148,1.44563394196334e-11,"NUP62","Nsp1_C/"
"3553","Nvec_vc1.1_XM_032377853.2","Nematostella-specific","Nvec-vc1.1-XM-032377853.2",7.69271952081823e-08,-0.57387900159214,0.06,0.092,0.0012719911727673,"DNAAF3","DUF4470/DUF4471/"
"3554","Nvec_vc1.1_XM_032377856.2","Nematostella-specific","Nvec-vc1.1-XM-032377856.2",2.13712916633814e-62,-1.11162501148616,0.125,0.266,3.53374307654012e-58,"PPP1R2","IPP-2/"
"3555","Nvec_vc1.1_XM_032377857.2","Nematostella-specific","Nvec-vc1.1-XM-032377857.2",1.34987657735771e-13,-0.701480104421132,0.079,0.128,2.23202092066098e-09,"GSTK1","DSBA/"
"3556","Nvec_vc1.1_XM_032377858.2","Divergent","Nvec-vc1.1-XM-032377858.2",2.19567875917668e-34,-1.03562007111214,0.084,0.172,3.63055482829865e-30,"ASB9","Ank_2/Ank_2/Ank_4/SOCS_box/"
"3557","Nvec_vc1.1_XM_032377870.2","Conserved","Nvec-vc1.1-XM-032377870.2",4.82007160991076e-51,-1.89942569614672,0.036,0.122,7.96998840698744e-47,"MPDZ","PDZ/"
"3558","Nvec_vc1.1_XM_032377873.2","Nematostella-specific","Nvec-vc1.1-XM-032377873.2",6.9277093650019e-13,0.606347922386344,0.161,0.112,1.14549674350306e-08,"","CCDC50_N/"
"3559","Nvec_vc1.1_XM_032377879.2","Conserved","Nvec-vc1.1-XM-032377879.2",3.31020670088953e-13,0.614329970928946,0.142,0.101,5.47342677992083e-09,"MIB2","MIB_HERC2/ZZ/MIB_HERC2/SH3_15/SH3_15/zf-C3HC4_3/zf-C3HC4_3/"
"3560","Nvec_vc1.1_XM_032377882.2","Nematostella-specific","Nvec-vc1.1-XM-032377882.2",2.25986412180571e-31,-1.03183411191625,0.078,0.16,3.73668532540575e-27,"ANP32A",""
"3561","Nvec_vc1.1_XM_032377894.2","Conserved","Nvec-vc1.1-XM-032377894.2",6.47353483658132e-10,-1.36753834433628,0.013,0.034,1.07039898522872e-05,"MALSU1","RsfS/"
"3562","Nvec_vc1.1_XM_032377897.2","Nematostella-specific","Nvec-vc1.1-XM-032377897.2",1.61273039983606e-08,-2.06655022364184,0.009,0.022,0.000266664971612893,"ETV1","ETS_PEA3_N/Ets/"
"3563","Nvec_vc1.1_XM_032377911.2","Conserved","Nvec-vc1.1-XM-032377911.2",6.9035605382234e-12,-0.314126444337775,0.317,0.388,1.14150373499524e-07,"MPP6","L27/PDZ/SH3_2/Guanylate_kin/"
"3564","Nvec_vc1.1_XM_032377918.2","Conserved","Nvec-vc1.1-XM-032377918.2",2.58578035585031e-07,-2.97096759371624,0.009,0.019,0.00427558781839849,"MAP3K13","Pkinase_Tyr/"
"3565","Nvec_vc1.1_XM_032377926.2","Nematostella-specific","Nvec-vc1.1-XM-032377926.2",1.16129355660078e-108,-1.223947835075,0.178,0.386,1.92019889583938e-104,"MRPL16","Ribosomal_L16/"
"3566","Nvec_vc1.1_XM_032377962.2","Nematostella-specific","Nvec-vc1.1-XM-032377962.2",2.12440259076803e-67,-0.74641809842348,0.278,0.455,3.51269968383494e-63,"PRLHR","7tm_1/"
"3567","Nvec_vc1.1_XM_032377971.2","Nematostella-specific","Nvec-vc1.1-XM-032377971.2",3.6760800230205e-11,-2.24982696671172,0.004,0.02,6.0783983180644e-07,"","Tubulin-binding/"
"3568","Nvec_vc1.1_XM_032378020.2","Divergent","Nvec-vc1.1-XM-032378020.2",9.15131684113425e-08,1.3884696977211,0.023,0.009,0.00151317023968155,"","Fuseless/"
"3569","Nvec_vc1.1_XM_032378021.2","Nematostella-specific","Nvec-vc1.1-XM-032378021.2",2.90911424964345e-30,-0.990763152863538,0.146,0.238,4.81022041178544e-26,"TBXT","T-box/"
"3570","Nvec_vc1.1_XM_032378024.2","Nematostella-specific","Nvec-vc1.1-XM-032378024.2",1.93812653422488e-29,-1.22316571951353,0.053,0.121,3.20469222434083e-25,"PARP16","ARTD15_N/PARP/"
"3571","Nvec_vc1.1_XM_032378031.2","Nematostella-specific","Nvec-vc1.1-XM-032378031.2",4.90340145955207e-29,0.759415888277829,0.238,0.157,8.10777431336935e-25,"",""
"3572","Nvec_vc1.1_XM_032378043.2","Nematostella-specific","Nvec-vc1.1-XM-032378043.2",1.95980207200819e-16,-0.708972753575126,0.107,0.167,3.24053272606554e-12,"MST1R","WIF/Pkinase_Tyr/Pkinase_Tyr/"
"3573","Nvec_vc1.1_XM_032378048.2","Nematostella-specific","Nvec-vc1.1-XM-032378048.2",4.97640105178699e-52,1.75103977710581,0.11,0.032,8.22847913912979e-48,"NR2F1","zf-C4/Hormone_recep/"
"3574","Nvec_vc1.1_XM_032378063.2","Nematostella-specific","Nvec-vc1.1-XM-032378063.2",1.92906974651804e-40,-0.719400617147796,0.192,0.316,3.18971682586757e-36,"PYGO1","PHD/"
"3575","Nvec_vc1.1_XM_032378070.2","Nematostella-specific","Nvec-vc1.1-XM-032378070.2",1.80030281383745e-21,-1.27033060966713,0.036,0.085,2.97680070268023e-17,"IQCH","IQ/"
"3576","Nvec_vc1.1_XM_032378072.2","Nematostella-specific","Nvec-vc1.1-XM-032378072.2",3.21813111031986e-09,-0.675768821001828,0.06,0.096,5.32117979091388e-05,"FAM184B",""
"3577","Nvec_vc1.1_XM_032378073.2","Nematostella-specific","Nvec-vc1.1-XM-032378073.2",1.02694554165877e-42,-1.02929010195375,0.11,0.219,1.69805445313278e-38,"AAGAB","Adaptin_binding/"
"3578","Nvec_vc1.1_XM_032378075.2","Nematostella-specific","Nvec-vc1.1-XM-032378075.2",3.08695385102359e-32,0.98395797667751,0.197,0.111,5.10427819266751e-28,"",""
"3579","Nvec_vc1.1_XM_032378106.2","Conserved","Nvec-vc1.1-XM-032378106.2",3.22392440797922e-57,-1.30739666038587,0.082,0.201,5.33075900859365e-53,"C12orf65","RF-1/"
"3580","Nvec_vc1.1_XM_032378126.2","Nematostella-specific","Nvec-vc1.1-XM-032378126.2",3.22919519540852e-252,-1.09174894527677,0.531,0.8,5.33947425560799e-248,"CSRP1","LIM/LIM/"
"3581","Nvec_vc1.1_XM_032378132.2","Nematostella-specific","Nvec-vc1.1-XM-032378132.2",1.56139840964116e-37,-1.49704143527159,0.042,0.116,2.58177227034165e-33,"","GPP34/"
"3582","Nvec_vc1.1_XM_032378152.2","Nematostella-specific","Nvec-vc1.1-XM-032378152.2",1.57537465420007e-17,-4.98523204689031,0,0.016,2.60488199071982e-13,"SOX30","HMG_box/"
"3583","Nvec_vc1.1_XM_032378179.2","Conserved","Nvec-vc1.1-XM-032378179.2",1.33762291302724e-76,-1.91185886056009,0.049,0.171,2.21175948669053e-72,"SSBP1","SSB/"
"3584","Nvec_vc1.1_XM_032378189.2","Conserved","Nvec-vc1.1-XM-032378189.2",4.16983812606454e-07,-0.324845177578856,0.182,0.228,0.00689482734144772,"FAM204A",""
"3585","Nvec_vc1.1_XM_032378192.2","Nematostella-specific","Nvec-vc1.1-XM-032378192.2",7.50585401482007e-38,-1.73816374080991,0.031,0.098,1.2410929613505e-33,"SYT10","C2/C2/"
"3586","Nvec_vc1.1_XM_032378200.2","Conserved","Nvec-vc1.1-XM-032378200.2",7.62591894775505e-110,-1.03067477436397,0.269,0.49,1.2609456980113e-105,"RAB23","Ras/"
"3587","Nvec_vc1.1_XM_032378207.2","Nematostella-specific","Nvec-vc1.1-XM-032378207.2",1.98307547468756e-49,-0.817466452367054,0.19,0.328,3.27901529739589e-45,"RNF41",""
"3588","Nvec_vc1.1_XM_032378209.2","Nematostella-specific","Nvec-vc1.1-XM-032378209.2",7.36589936581512e-24,-0.619974340768481,0.163,0.251,1.21795146013753e-19,"PRODH","Pro_dh/"
"3589","Nvec_vc1.1_XM_032378235.2","Nematostella-specific","Nvec-vc1.1-XM-032378235.2",1.84708824224763e-31,-0.979819414963995,0.092,0.177,3.05416040855646e-27,"NOL10","NUC153/"
"3590","Nvec_vc1.1_XM_032378236.2","Nematostella-specific","Nvec-vc1.1-XM-032378236.2",3.13090997829566e-24,3.60348258869195,0.022,0.002,5.17695964911188e-20,"",""
"3591","Nvec_vc1.1_XM_032378251.2","Nematostella-specific","Nvec-vc1.1-XM-032378251.2",3.12085651576896e-39,-0.598637341019812,0.26,0.39,5.16033624882398e-35,"",""
"3592","Nvec_vc1.1_XM_032378258.2","Conserved","Nvec-vc1.1-XM-032378258.2",6.08976940723176e-07,-0.443429419224607,0.109,0.146,0.0100694337148577,"CCDC62",""
"3593","Nvec_vc1.1_XM_032378265.2","Conserved","Nvec-vc1.1-XM-032378265.2",5.9982359716165e-18,-0.586655633639867,0.154,0.227,9.91808317906788e-14,"BCKDK","BCDHK_Adom3/HATPase_c/"
"3594","Nvec_vc1.1_XM_032378269.2","Nematostella-specific","Nvec-vc1.1-XM-032378269.2",2.8577907469568e-11,-1.6202651122565,0.011,0.032,4.72535700009307e-07,"SETD6","SET/"
"3595","Nvec_vc1.1_XM_032378270.2","Nematostella-specific","Nvec-vc1.1-XM-032378270.2",1.5100639836567e-75,-1.35704597051864,0.102,0.251,2.49689079697636e-71,"INO80E",""
"3596","Nvec_vc1.1_XM_032378274.2","Nematostella-specific","Nvec-vc1.1-XM-032378274.2",5.01161673099032e-19,-1.63195398056843,0.017,0.053,8.2867082646925e-15,"NSUN6","PUA/Methyltr_RsmB-F/"
"3597","Nvec_vc1.1_XM_032378297.2","Nematostella-specific","Nvec-vc1.1-XM-032378297.2",1.52202138900774e-30,-0.878316842973798,0.113,0.203,2.5166623667243e-26,"ACOT7","4HBT/4HBT/"
"3598","Nvec_vc1.1_XM_032378300.2","Divergent","Nvec-vc1.1-XM-032378300.2",5.03468433539997e-26,-0.561598555864292,0.201,0.299,8.32485054858384e-22,"SZRD1","SUZ/SUZ-C/"
"3599","Nvec_vc1.1_XM_032378308.2","Nematostella-specific","Nvec-vc1.1-XM-032378308.2",7.02105449006946e-50,-1.08244953365651,0.116,0.235,1.16093135993299e-45,"ACAA2","Thiolase_N/Thiolase_C/"
"3600","Nvec_vc1.1_XM_032378309.2","Nematostella-specific","Nvec-vc1.1-XM-032378309.2",5.83434512743707e-38,-1.48314253161688,0.044,0.12,9.6470896682172e-34,"SLC35E2B","TPT/"
"3601","Nvec_vc1.1_XM_032378312.2","Divergent","Nvec-vc1.1-XM-032378312.2",1.80077313205139e-22,-1.10627553798185,0.053,0.11,2.97757837384698e-18,"VEZF1","zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/"
"3602","Nvec_vc1.1_XM_032378316.2","Divergent","Nvec-vc1.1-XM-032378316.2",9.08600914320091e-12,3.76698132097483,0.011,0.001,1.50237161182827e-07,"",""
"3603","Nvec_vc1.1_XM_032378335.2","Nematostella-specific","Nvec-vc1.1-XM-032378335.2",3.37624056062018e-11,-1.57019454761147,0.016,0.038,5.58261376698547e-07,"DCHS2","Cadherin/DUF11/"
"3604","Nvec_vc1.1_XM_032378346.2","Conserved","Nvec-vc1.1-XM-032378346.2",7.30431364764814e-28,-0.834854998310719,0.114,0.2,1.20776826163862e-23,"CCNA2","Cyclin_N2/Cyclin_N/Cyclin_C/"
"3605","Nvec_vc1.1_XM_032378372.2","Divergent","Nvec-vc1.1-XM-032378372.2",3.38001456869257e-17,2.14137683575633,0.025,0.005,5.58885408933317e-13,"DRD1","7tm_1/"
"3606","Nvec_vc1.1_XM_032378378.2","Conserved","Nvec-vc1.1-XM-032378378.2",1.0039954132133e-77,-0.638336434492989,0.449,0.64,1.66010641574819e-73,"",""
"3607","Nvec_vc1.1_XM_032378393.2","Nematostella-specific","Nvec-vc1.1-XM-032378393.2",6.99335409329017e-34,-1.94700769477206,0.022,0.078,1.15635109932553e-29,"TNFSF10","Collagen/Collagen/TNF/"
"3608","Nvec_vc1.1_XM_032378397.2","Conserved","Nvec-vc1.1-XM-032378397.2",5.45100982381388e-103,-1.44733779982593,0.113,0.297,9.01324474367626e-99,"","Scramblase/"
"3609","Nvec_vc1.1_XM_032378400.2","Conserved","Nvec-vc1.1-XM-032378400.2",6.1310157117758e-32,-1.3845276142051,0.054,0.124,1.01376344794213e-27,"",""
"3610","Nvec_vc1.1_XM_032378402.2","Conserved","Nvec-vc1.1-XM-032378402.2",2.08772743875763e-25,-0.647826431501886,0.167,0.258,3.45205731998574e-21,"TFDP1","E2F_TDP/DP/"
"3611","Nvec_vc1.1_XM_032378403.2","Nematostella-specific","Nvec-vc1.1-XM-032378403.2",3.62400696453998e-09,-0.846201053393782,0.039,0.068,5.99229551586686e-05,"ZNF711","zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/"
"3612","Nvec_vc1.1_XM_032378409.2","Conserved","Nvec-vc1.1-XM-032378409.2",2.05701137623519e-19,-1.30802463498693,0.031,0.074,3.40126831060489e-15,"MSL2","zf-RING_10/MSL2-CXC/"
"3613","Nvec_vc1.1_XM_032378413.2","Nematostella-specific","Nvec-vc1.1-XM-032378413.2",9.91639789092753e-13,-0.775735309546387,0.061,0.105,1.63967639126487e-08,"RBMX2","RRM_1/"
"3614","Nvec_vc1.1_XM_032378419.2","Conserved","Nvec-vc1.1-XM-032378419.2",8.46033244700593e-08,-0.80518282817429,0.033,0.058,0.00139891597011243,"SLC1A1","SDF/"
"3615","Nvec_vc1.1_XM_032378450.2","Divergent","Nvec-vc1.1-XM-032378450.2",3.50068438750402e-123,5.28155449380459,0.086,0.003,5.78838163473789e-119,"SCUBE2","EGF_CA/EGF/EGF_CA/EGF_CA/FXa_inhibition/EGF_CA/"
"3616","Nvec_vc1.1_XM_032378472.2","Divergent","Nvec-vc1.1-XM-032378472.2",1.0379439182151e-18,2.58411726382502,0.022,0.003,1.71624026876867e-14,"NEU1","BNR_2/"
"3617","Nvec_vc1.1_XM_032378488.2","Nematostella-specific","Nvec-vc1.1-XM-032378488.2",4.33655510214367e-22,-1.16955226018177,0.044,0.097,7.17049386139457e-18,"GSTO1","GST_N_3/GST_C/"
"3618","Nvec_vc1.1_XM_032378518.2","Conserved","Nvec-vc1.1-XM-032378518.2",1.88373867093551e-11,-0.84997512890071,0.049,0.085,3.11476189239187e-07,"PIGX","PIG-X/"
"3619","Nvec_vc1.1_XM_032378529.2","Nematostella-specific","Nvec-vc1.1-XM-032378529.2",8.35688152311344e-08,-0.679741976864924,0.049,0.078,0.00138181035984681,"STUB1","CHIP_TPR_N/U-box/"
"3620","Nvec_vc1.1_XM_032378531.2","Nematostella-specific","Nvec-vc1.1-XM-032378531.2",1.34997228990959e-31,-1.25965173078163,0.061,0.133,2.23217918136551e-27,"TVP23B","DUF846/"
